"Estado","Total","a�o","sexo","Mes","numerocasos"
"Hidalgo",145,"2004","F","Ago",19
"Jalisco",23440,"2004","F","Ago",2040
"México",2597,"2004","F","Ago",206
"Michoacán",11890,"2004","F","Ago",1120
"Morelos",12054,"2004","F","Ago",1080
"Nayarit",6437,"2004","F","Ago",704
"Nuevo León",182,"2004","F","Ago",53
"Oaxaca",2297,"2004","F","Ago",233
"Puebla",7812,"2004","F","Ago",817
"Querétaro",1996,"2004","F","Ago",224
"Quintana Roo",43,"2004","F","Ago",2
"San Luis Potosí",188,"2004","F","Ago",33
"Sinaloa",4308,"2004","F","Ago",660
"Sonora",3282,"2004","F","Ago",473
"Tabasco",17,"2004","F","Ago",0
"Tamaulipas",275,"2004","F","Ago",28
"Tlaxcala",28,"2004","F","Ago",2
"Veracruz",135,"2004","F","Ago",18
"Yucatán",25,"2004","F","Ago",2
"Zacatecas",1251,"2004","F","Ago",120
"TOTAL GLOBAL",113889,"2004","F","Ago",11320
"Aguascalientes",703,"2004","F","Sep",71
"Baja California",50,"2004","F","Sep",7
"Baja California Sur",48,"2004","F","Sep",8
"Campeche",20,"2004","F","Sep",2
"Coahuila",54,"2004","F","Sep",4
"Colima",4919,"2004","F","Sep",382
"Chiapas",99,"2004","F","Sep",7
"Chihuahua",224,"2004","F","Sep",23
"Distrito Federal",190,"2004","F","Sep",15
"Durango",2571,"2004","F","Sep",177
"Guanajuato",12404,"2004","F","Sep",884
"Guerrero",14205,"2004","F","Sep",1047
"Hidalgo",145,"2004","F","Sep",12
"Jalisco",23440,"2004","F","Sep",1745
"México",2597,"2004","F","Sep",193
"Michoacán",11890,"2004","F","Sep",966
"Morelos",12054,"2004","F","Sep",870
"Nayarit",6437,"2004","F","Sep",658
"Nuevo León",182,"2004","F","Sep",12
"Oaxaca",2297,"2004","F","Sep",197
"Puebla",7812,"2004","F","Sep",516
"Querétaro",1996,"2004","F","Sep",157
"Quintana Roo",43,"2004","F","Sep",6
"San Luis Potosí",188,"2004","F","Sep",15
"Sinaloa",4308,"2004","F","Sep",506
"Sonora",3282,"2004","F","Sep",317
"Tabasco",17,"2004","F","Sep",0
"Tamaulipas",275,"2004","F","Sep",27
"Tlaxcala",28,"2004","F","Sep",4
"Veracruz",135,"2004","F","Sep",9
"Yucatán",25,"2004","F","Sep",2
"Zacatecas",1251,"2004","F","Sep",107
"TOTAL GLOBAL",113889,"2004","F","Sep",8946
"Aguascalientes",703,"2004","F","Oct",71
"Baja California",50,"2004","F","Oct",1
"Baja California Sur",48,"2004","F","Oct",8
"Campeche",20,"2004","F","Oct",3
"Coahuila",54,"2004","F","Oct",7
"Colima",4919,"2004","F","Oct",524
"Chiapas",99,"2004","F","Oct",7
"Chihuahua",224,"2004","F","Oct",14
"Distrito Federal",190,"2004","F","Oct",22
"Durango",2571,"2004","F","Oct",219
"Guanajuato",12404,"2004","F","Oct",1190
"Guerrero",14205,"2004","F","Oct",1305
"Hidalgo",145,"2004","F","Oct",11
"Jalisco",23440,"2004","F","Oct",2145
"México",2597,"2004","F","Oct",286
"Michoacán",11890,"2004","F","Oct",1220
"Morelos",12054,"2004","F","Oct",971
"Nayarit",6437,"2004","F","Oct",599
"Nuevo León",182,"2004","F","Oct",8
"Oaxaca",2297,"2004","F","Oct",176
"Puebla",7812,"2004","F","Oct",582
"Querétaro",1996,"2004","F","Oct",181
"Quintana Roo",43,"2004","F","Oct",1
"San Luis Potosí",188,"2004","F","Oct",13
"Sinaloa",4308,"2004","F","Oct",452
"Sonora",3282,"2004","F","Oct",229
"Tabasco",17,"2004","F","Oct",0
"Tamaulipas",275,"2004","F","Oct",102
"Tlaxcala",28,"2004","F","Oct",16
"Veracruz",135,"2004","F","Oct",11
"Yucatán",25,"2004","F","Oct",3
"Zacatecas",1251,"2004","F","Oct",130
"TOTAL GLOBAL",113889,"2004","F","Oct",10507
"Aguascalientes",703,"2004","F","Nov",49
"Baja California",50,"2004","F","Nov",1
"Baja California Sur",48,"2004","F","Nov",1
"Campeche",20,"2004","F","Nov",1
"Coahuila",54,"2004","F","Nov",3
"Colima",4919,"2004","F","Nov",521
"Chiapas",99,"2004","F","Nov",11
"Chihuahua",224,"2004","F","Nov",8
"Distrito Federal",190,"2004","F","Nov",13
"Durango",2571,"2004","F","Nov",160
"Guanajuato",12404,"2004","F","Nov",1148
"Guerrero",14205,"2004","F","Nov",1676
"Hidalgo",145,"2004","F","Nov",12
"Jalisco",23440,"2004","F","Nov",2082
"México",2597,"2004","F","Nov",323
"Michoacán",11890,"2004","F","Nov",1308
"Morelos",12054,"2004","F","Nov",1166
"Nayarit",6437,"2004","F","Nov",541
"Nuevo León",182,"2004","F","Nov",0
"Oaxaca",2297,"2004","F","Nov",196
"Puebla",7812,"2004","F","Nov",715
"Querétaro",1996,"2004","F","Nov",199
"Quintana Roo",43,"2004","F","Nov",2
"San Luis Potosí",188,"2004","F","Nov",8
"Sinaloa",4308,"2004","F","Nov",309
"Sonora",3282,"2004","F","Nov",93
"Tabasco",17,"2004","F","Nov",2
"Tamaulipas",275,"2004","F","Nov",10
"Tlaxcala",28,"2004","F","Nov",0
"Veracruz",135,"2004","F","Nov",7
"Yucatán",25,"2004","F","Nov",1
"Zacatecas",1251,"2004","F","Nov",93
"TOTAL GLOBAL",113889,"2004","F","Nov",10659
"Aguascalientes",703,"2004","F","Dic",33
"Baja California",50,"2004","F","Dic",0
"Baja California Sur",48,"2004","F","Dic",1
"Campeche",20,"2004","F","Dic",1
"Coahuila",54,"2004","F","Dic",0
"Colima",4919,"2004","F","Dic",289
"Chiapas",99,"2004","F","Dic",12
"Chihuahua",224,"2004","F","Dic",4
"Distrito Federal",190,"2004","F","Dic",3
"Durango",2571,"2004","F","Dic",110
"Guanajuato",12404,"2004","F","Dic",524
"Guerrero",14205,"2004","F","Dic",757
"Hidalgo",145,"2004","F","Dic",1
"Jalisco",23440,"2004","F","Dic",1140
"México",2597,"2004","F","Dic",128
"Michoacán",11890,"2004","F","Dic",622
"Morelos",12054,"2004","F","Dic",615
"Nayarit",6437,"2004","F","Dic",364
"Nuevo León",182,"2004","F","Dic",0
"Oaxaca",2297,"2004","F","Dic",139
"Puebla",7812,"2004","F","Dic",474
"Querétaro",1996,"2004","F","Dic",73
"Quintana Roo",43,"2004","F","Dic",0
"San Luis Potosí",188,"2004","F","Dic",4
"Sinaloa",4308,"2004","F","Dic",186
"Sonora",3282,"2004","F","Dic",41
"Tabasco",17,"2004","F","Dic",0
"Tamaulipas",275,"2004","F","Dic",4
"Tlaxcala",28,"2004","F","Dic",0
"Veracruz",135,"2004","F","Dic",6
"Yucatán",25,"2004","F","Dic",1
"Zacatecas",1251,"2004","F","Dic",57
"TOTAL GLOBAL",113889,"2004","F","Dic",5589
"Aguascalientes",908,"2005","F","Ene",22
"Baja California",78,"2005","F","Ene",3
"Baja California Sur",63,"2005","F","Ene",1
"Campeche",24,"2005","F","Ene",5
"Coahuila",64,"2005","F","Ene",2
"Colima",4508,"2005","F","Ene",302
"Chiapas",158,"2005","F","Ene",9
"Chihuahua",182,"2005","F","Ene",2
"Distrito Federal",224,"2005","F","Ene",16
"Durango",2986,"2005","F","Ene",106
"Guanajuato",14293,"2005","F","Ene",475
"Guerrero",16648,"2005","F","Ene",906
"Hidalgo",151,"2005","F","Ene",3
"Jalisco",25242,"2005","F","Ene",1301
"México",2927,"2005","F","Ene",137
"Michoacán",13593,"2005","F","Ene",621
"Morelos",15795,"2005","F","Ene",517
"Nayarit",6069,"2005","F","Ene",272
"Nuevo León",57,"2005","F","Ene",2
"Oaxaca",2662,"2005","F","Ene",99
"Puebla",8715,"2005","F","Ene",390
"Querétaro",1991,"2005","F","Ene",101
"Quintana Roo",74,"2005","F","Ene",4
"San Luis Potosí",192,"2005","F","Ene",6
"Sinaloa",3780,"2005","F","Ene",143
"Sonora",2993,"2005","F","Ene",44
"Tabasco",15,"2005","F","Ene",0
"Tamaulipas",182,"2005","F","Ene",7
"Tlaxcala",17,"2005","F","Ene",0
"Veracruz",103,"2005","F","Ene",5
"Yucatán",29,"2005","F","Ene",2
"Zacatecas",1549,"2005","F","Ene",50
"TOTAL GLOBAL",126272,"2005","F","Ene",5553
"Aguascalientes",908,"2005","F","Feb",56
"Baja California",78,"2005","F","Feb",1
"Baja California Sur",63,"2005","F","Feb",4
"Campeche",24,"2005","F","Feb",3
"Coahuila",64,"2005","F","Feb",0
"Colima",4508,"2005","F","Feb",336
"Chiapas",158,"2005","F","Feb",9
"Chihuahua",182,"2005","F","Feb",6
"Distrito Federal",224,"2005","F","Feb",14
"Durango",2986,"2005","F","Feb",87
"Guanajuato",14293,"2005","F","Feb",815
"Guerrero",16648,"2005","F","Feb",941
"Hidalgo",151,"2005","F","Feb",5
"Jalisco",25242,"2005","F","Feb",1317
"México",2927,"2005","F","Feb",143
"Michoacán",13593,"2005","F","Feb",699
"Morelos",15795,"2005","F","Feb",837
"Nayarit",6069,"2005","F","Feb",308
"Nuevo León",57,"2005","F","Feb",0
"Oaxaca",2662,"2005","F","Feb",162
"Puebla",8715,"2005","F","Feb",505
"Querétaro",1991,"2005","F","Feb",95
"Quintana Roo",74,"2005","F","Feb",3
"San Luis Potosí",192,"2005","F","Feb",3
"Sinaloa",3780,"2005","F","Feb",172
"Sonora",2993,"2005","F","Feb",43
"Tabasco",15,"2005","F","Feb",3
"Tamaulipas",182,"2005","F","Feb",4
"Tlaxcala",17,"2005","F","Feb",1
"Veracruz",103,"2005","F","Feb",5
"Yucatán",29,"2005","F","Feb",1
"Zacatecas",1549,"2005","F","Feb",57
"TOTAL GLOBAL",126272,"2005","F","Feb",6635
"Aguascalientes",908,"2005","F","Mar",57
"Baja California",78,"2005","F","Mar",2
"Baja California Sur",63,"2005","F","Mar",3
"Campeche",24,"2005","F","Mar",4
"Coahuila",64,"2005","F","Mar",1
"Colima",4508,"2005","F","Mar",303
"Chiapas",158,"2005","F","Mar",18
"Chihuahua",182,"2005","F","Mar",9
"Distrito Federal",224,"2005","F","Mar",20
"Durango",2986,"2005","F","Mar",117
"Guanajuato",14293,"2005","F","Mar",1015
"Guerrero",16648,"2005","F","Mar",1320
"Hidalgo",151,"2005","F","Mar",11
"Jalisco",25242,"2005","F","Mar",2133
"México",2927,"2005","F","Mar",247
"Michoacán",13593,"2005","F","Mar",986
"Morelos",15795,"2005","F","Mar",1459
"Nayarit",6069,"2005","F","Mar",409
"Nuevo León",57,"2005","F","Mar",3
"Oaxaca",2662,"2005","F","Mar",256
"Puebla",8715,"2005","F","Mar",945
"Querétaro",1991,"2005","F","Mar",132
"Quintana Roo",74,"2005","F","Mar",8
"San Luis Potosí",192,"2005","F","Mar",15
"Sinaloa",3780,"2005","F","Mar",216
"Sonora",2993,"2005","F","Mar",104
"Tabasco",15,"2005","F","Mar",0
"Tamaulipas",182,"2005","F","Mar",14
"Tlaxcala",17,"2005","F","Mar",2
"Veracruz",103,"2005","F","Mar",10
"Yucatán",29,"2005","F","Mar",2
"Zacatecas",1549,"2005","F","Mar",74
"TOTAL GLOBAL",126272,"2005","F","Mar",9895
"Aguascalientes",908,"2005","F","Abr",109
"Baja California",78,"2005","F","Abr",7
"Baja California Sur",63,"2005","F","Abr",3
"Campeche",24,"2005","F","Abr",1
"Coahuila",64,"2005","F","Abr",4
"Colima",4508,"2005","F","Abr",368
"Chiapas",158,"2005","F","Abr",12
"Chihuahua",182,"2005","F","Abr",11
"Distrito Federal",224,"2005","F","Abr",22
"Durango",2986,"2005","F","Abr",271
"Guanajuato",14293,"2005","F","Abr",1862
"Guerrero",16648,"2005","F","Abr",1446
"Hidalgo",151,"2005","F","Abr",20
"Jalisco",25242,"2005","F","Abr",2857
"México",2927,"2005","F","Abr",344
"Michoacán",13593,"2005","F","Abr",1314
"Morelos",15795,"2005","F","Abr",1862
"Nayarit",6069,"2005","F","Abr",415
"Nuevo León",57,"2005","F","Abr",5
"Oaxaca",2662,"2005","F","Abr",248
"Puebla",8715,"2005","F","Abr",1081
"Querétaro",1991,"2005","F","Abr",236
"Quintana Roo",74,"2005","F","Abr",7
"San Luis Potosí",192,"2005","F","Abr",24
"Sinaloa",3780,"2005","F","Abr",282
"Sonora",2993,"2005","F","Abr",158
"Tabasco",15,"2005","F","Abr",2
"Tamaulipas",182,"2005","F","Abr",17
"Tlaxcala",17,"2005","F","Abr",0
"Veracruz",103,"2005","F","Abr",16
"Yucatán",29,"2005","F","Abr",1
"Zacatecas",1549,"2005","F","Abr",144
"TOTAL GLOBAL",126272,"2005","F","Abr",13149
"Aguascalientes",908,"2005","F","May",173
"Baja California",78,"2005","F","May",9
"Baja California Sur",63,"2005","F","May",10
"Campeche",24,"2005","F","May",1
"Coahuila",64,"2005","F","May",8
"Colima",4508,"2005","F","May",405
"Chiapas",158,"2005","F","May",22
"Chihuahua",182,"2005","F","May",35
"Distrito Federal",224,"2005","F","May",27
"Durango",2986,"2005","F","May",544
"Guanajuato",14293,"2005","F","May",2328
"Guerrero",16648,"2005","F","May",1656
"Hidalgo",151,"2005","F","May",20
"Jalisco",25242,"2005","F","May",3528
"México",2927,"2005","F","May",336
"Michoacán",13593,"2005","F","May",1540
"Morelos",15795,"2005","F","May",1909
"Nayarit",6069,"2005","F","May",691
"Nuevo León",57,"2005","F","May",6
"Oaxaca",2662,"2005","F","May",316
"Puebla",8715,"2005","F","May",1054
"Querétaro",1991,"2005","F","May",284
"Quintana Roo",74,"2005","F","May",5
"San Luis Potosí",192,"2005","F","May",30
"Sinaloa",3780,"2005","F","May",345
"Sonora",2993,"2005","F","May",403
"Tabasco",15,"2005","F","May",3
"Tamaulipas",182,"2005","F","May",21
"Tlaxcala",17,"2005","F","May",2
"Veracruz",103,"2005","F","May",17
"Yucatán",29,"2005","F","May",1
"Zacatecas",1549,"2005","F","May",256
"TOTAL GLOBAL",126272,"2005","F","May",15985
"Aguascalientes",908,"2005","F","Jun",94
"Baja California",78,"2005","F","Jun",5
"Baja California Sur",63,"2005","F","Jun",9
"Campeche",24,"2005","F","Jun",2
"Coahuila",64,"2005","F","Jun",14
"Colima",4508,"2005","F","Jun",377
"Chiapas",158,"2005","F","Jun",12
"Chihuahua",182,"2005","F","Jun",15
"Distrito Federal",224,"2005","F","Jun",19
"Durango",2986,"2005","F","Jun",441
"Guanajuato",14293,"2005","F","Jun",1639
"Guerrero",16648,"2005","F","Jun",1285
"Hidalgo",151,"2005","F","Jun",13
"Jalisco",25242,"2005","F","Jun",2349
"México",2927,"2005","F","Jun",310
"Michoacán",13593,"2005","F","Jun",1285
"Morelos",15795,"2005","F","Jun",1363
"Nayarit",6069,"2005","F","Jun",496
"Nuevo León",57,"2005","F","Jun",8
"Oaxaca",2662,"2005","F","Jun",208
"Puebla",8715,"2005","F","Jun",720
"Querétaro",1991,"2005","F","Jun",253
"Quintana Roo",74,"2005","F","Jun",9
"San Luis Potosí",192,"2005","F","Jun",17
"Sinaloa",3780,"2005","F","Jun",299
"Sonora",2993,"2005","F","Jun",471
"Tabasco",15,"2005","F","Jun",2
"Tamaulipas",182,"2005","F","Jun",27
"Tlaxcala",17,"2005","F","Jun",3
"Veracruz",103,"2005","F","Jun",10
"Yucatán",29,"2005","F","Jun",2
"Zacatecas",1549,"2005","F","Jun",174
"TOTAL GLOBAL",126272,"2005","F","Jun",11931
"Aguascalientes",908,"2005","F","Jul",85
"Baja California",78,"2005","F","Jul",7
"Baja California Sur",63,"2005","F","Jul",5
"Campeche",24,"2005","F","Jul",2
"Coahuila",64,"2005","F","Jul",13
"Colima",4508,"2005","F","Jul",369
"Chiapas",158,"2005","F","Jul",14
"Chihuahua",182,"2005","F","Jul",16
"Distrito Federal",224,"2005","F","Jul",18
"Durango",2986,"2005","F","Jul",346
"Guanajuato",14293,"2005","F","Jul",983
"Guerrero",16648,"2005","F","Jul",1358
"Hidalgo",151,"2005","F","Jul",10
"Jalisco",25242,"2005","F","Jul",1899
"México",2927,"2005","F","Jul",181
"Michoacán",13593,"2005","F","Jul",982
"Morelos",15795,"2005","F","Jul",1131
"Nayarit",6069,"2005","F","Jul",526
"Nuevo León",57,"2005","F","Jul",12
"Oaxaca",2662,"2005","F","Jul",236
"Puebla",8715,"2005","F","Jul",673
"Querétaro",1991,"2005","F","Jul",149
"Quintana Roo",74,"2005","F","Jul",5
"San Luis Potosí",192,"2005","F","Jul",28
"Sinaloa",3780,"2005","F","Jul",375
"Sonora",2993,"2005","F","Jul",434
"Tabasco",15,"2005","F","Jul",2
"Tamaulipas",182,"2005","F","Jul",20
"Tlaxcala",17,"2005","F","Jul",1
"Veracruz",103,"2005","F","Jul",8
"Yucatán",29,"2005","F","Jul",2
"Zacatecas",1549,"2005","F","Jul",168
"TOTAL GLOBAL",126272,"2005","F","Jul",10058
"Aguascalientes",908,"2005","F","Ago",91
"Baja California",78,"2005","F","Ago",21
"Baja California Sur",63,"2005","F","Ago",10
"Campeche",24,"2005","F","Ago",2
"Coahuila",64,"2005","F","Ago",12
"Colima",4508,"2005","F","Ago",423
"Chiapas",158,"2005","F","Ago",17
"Chihuahua",182,"2005","F","Ago",38
"Distrito Federal",224,"2005","F","Ago",30
"Durango",2986,"2005","F","Ago",314
"Guanajuato",14293,"2005","F","Ago",1164
"Guerrero",16648,"2005","F","Ago",1614
"Hidalgo",151,"2005","F","Ago",31
"Jalisco",25242,"2005","F","Ago",2070
"México",2927,"2005","F","Ago",202
"Michoacán",13593,"2005","F","Ago",1168
"Morelos",15795,"2005","F","Ago",1235
"Nayarit",6069,"2005","F","Ago",691
"Nuevo León",57,"2005","F","Ago",6
"Oaxaca",2662,"2005","F","Ago",286
"Puebla",8715,"2005","F","Ago",811
"Querétaro",1991,"2005","F","Ago",146
"Quintana Roo",74,"2005","F","Ago",8
"San Luis Potosí",192,"2005","F","Ago",34
"Sinaloa",3780,"2005","F","Ago",551
"Sonora",2993,"2005","F","Ago",448
"Tabasco",15,"2005","F","Ago",1
"Tamaulipas",182,"2005","F","Ago",29
"Tlaxcala",17,"2005","F","Ago",2
"Veracruz",103,"2005","F","Ago",13
"Yucatán",29,"2005","F","Ago",6
"Zacatecas",1549,"2005","F","Ago",172
"TOTAL GLOBAL",126272,"2005","F","Ago",11646
"Aguascalientes",908,"2005","F","Sep",85
"Baja California",78,"2005","F","Sep",11
"Baja California Sur",63,"2005","F","Sep",9
"Campeche",24,"2005","F","Sep",1
"Coahuila",64,"2005","F","Sep",7
"Colima",4508,"2005","F","Sep",387
"Chiapas",158,"2005","F","Sep",9
"Chihuahua",182,"2005","F","Sep",24
"Distrito Federal",224,"2005","F","Sep",11
"Durango",2986,"2005","F","Sep",274
"Guanajuato",14293,"2005","F","Sep",1012
"Guerrero",16648,"2005","F","Sep",1363
"Hidalgo",151,"2005","F","Sep",12
"Jalisco",25242,"2005","F","Sep",2054
"México",2927,"2005","F","Sep",236
"Michoacán",13593,"2005","F","Sep",1166
"Morelos",15795,"2005","F","Sep",1229
"Nayarit",6069,"2005","F","Sep",539
"Nuevo León",57,"2005","F","Sep",7
"Oaxaca",2662,"2005","F","Sep",215
"Puebla",8715,"2005","F","Sep",610
"Querétaro",1991,"2005","F","Sep",173
"Quintana Roo",74,"2005","F","Sep",8
"San Luis Potosí",192,"2005","F","Sep",17
"Sinaloa",3780,"2005","F","Sep",511
"Sonora",2993,"2005","F","Sep",393
"Tabasco",15,"2005","F","Sep",1
"Tamaulipas",182,"2005","F","Sep",15
"Tlaxcala",17,"2005","F","Sep",3
"Veracruz",103,"2005","F","Sep",6
"Yucatán",29,"2005","F","Sep",6
"Zacatecas",1549,"2005","F","Sep",163
"TOTAL GLOBAL",126272,"2005","F","Sep",10557
"Aguascalientes",908,"2005","F","Oct",58
"Baja California",78,"2005","F","Oct",4
"Baja California Sur",63,"2005","F","Oct",4
"Campeche",24,"2005","F","Oct",2
"Coahuila",64,"2005","F","Oct",1
"Colima",4508,"2005","F","Oct",505
"Chiapas",158,"2005","F","Oct",11
"Chihuahua",182,"2005","F","Oct",12
"Distrito Federal",224,"2005","F","Oct",19
"Durango",2986,"2005","F","Oct",209
"Guanajuato",14293,"2005","F","Oct",1122
"Guerrero",16648,"2005","F","Oct",1719
"Hidalgo",151,"2005","F","Oct",15
"Jalisco",25242,"2005","F","Oct",2171
"México",2927,"2005","F","Oct",292
"Michoacán",13593,"2005","F","Oct",1402
"Morelos",15795,"2005","F","Oct",1922
"Nayarit",6069,"2005","F","Oct",708
"Nuevo León",57,"2005","F","Oct",3
"Oaxaca",2662,"2005","F","Oct",204
"Puebla",8715,"2005","F","Oct",687
"Querétaro",1991,"2005","F","Oct",168
"Quintana Roo",74,"2005","F","Oct",5
"San Luis Potosí",192,"2005","F","Oct",7
"Sinaloa",3780,"2005","F","Oct",400
"Sonora",2993,"2005","F","Oct",262
"Tabasco",15,"2005","F","Oct",0
"Tamaulipas",182,"2005","F","Oct",11
"Tlaxcala",17,"2005","F","Oct",2
"Veracruz",103,"2005","F","Oct",4
"Yucatán",29,"2005","F","Oct",1
"Zacatecas",1549,"2005","F","Oct",114
"TOTAL GLOBAL",126272,"2005","F","Oct",12044
"Aguascalientes",908,"2005","F","Nov",55
"Baja California",78,"2005","F","Nov",4
"Baja California Sur",63,"2005","F","Nov",3
"Campeche",24,"2005","F","Nov",1
"Coahuila",64,"2005","F","Nov",2
"Colima",4508,"2005","F","Nov",464
"Chiapas",158,"2005","F","Nov",13
"Chihuahua",182,"2005","F","Nov",12
"Distrito Federal",224,"2005","F","Nov",11
"Durango",2986,"2005","F","Nov",171
"Guanajuato",14293,"2005","F","Nov",1145
"Guerrero",16648,"2005","F","Nov",1971
"Hidalgo",151,"2005","F","Nov",7
"Jalisco",25242,"2005","F","Nov",2245
"México",2927,"2005","F","Nov",320
"Michoacán",13593,"2005","F","Nov",1631
"Morelos",15795,"2005","F","Nov",1593
"Nayarit",6069,"2005","F","Nov",692
"Nuevo León",57,"2005","F","Nov",4
"Oaxaca",2662,"2005","F","Nov",282
"Puebla",8715,"2005","F","Nov",743
"Querétaro",1991,"2005","F","Nov",157
"Quintana Roo",74,"2005","F","Nov",6
"San Luis Potosí",192,"2005","F","Nov",10
"Sinaloa",3780,"2005","F","Nov",331
"Sonora",2993,"2005","F","Nov",147
"Tabasco",15,"2005","F","Nov",1
"Tamaulipas",182,"2005","F","Nov",14
"Tlaxcala",17,"2005","F","Nov",1
"Veracruz",103,"2005","F","Nov",7
"Yucatán",29,"2005","F","Nov",3
"Zacatecas",1549,"2005","F","Nov",120
"TOTAL GLOBAL",126272,"2005","F","Nov",12166
"Aguascalientes",908,"2005","F","Dic",23
"Baja California",78,"2005","F","Dic",4
"Baja California Sur",63,"2005","F","Dic",2
"Campeche",24,"2005","F","Dic",0
"Coahuila",64,"2005","F","Dic",0
"Colima",4508,"2005","F","Dic",269
"Chiapas",158,"2005","F","Dic",12
"Chihuahua",182,"2005","F","Dic",2
"Distrito Federal",224,"2005","F","Dic",17
"Durango",2986,"2005","F","Dic",106
"Guanajuato",14293,"2005","F","Dic",733
"Guerrero",16648,"2005","F","Dic",1069
"Hidalgo",151,"2005","F","Dic",4
"Jalisco",25242,"2005","F","Dic",1318
"México",2927,"2005","F","Dic",179
"Michoacán",13593,"2005","F","Dic",799
"Morelos",15795,"2005","F","Dic",738
"Nayarit",6069,"2005","F","Dic",322
"Nuevo León",57,"2005","F","Dic",1
"Oaxaca",2662,"2005","F","Dic",150
"Puebla",8715,"2005","F","Dic",496
"Querétaro",1991,"2005","F","Dic",97
"Quintana Roo",74,"2005","F","Dic",6
"San Luis Potosí",192,"2005","F","Dic",1
"Sinaloa",3780,"2005","F","Dic",155
"Sonora",2993,"2005","F","Dic",86
"Tabasco",15,"2005","F","Dic",0
"Tamaulipas",182,"2005","F","Dic",3
"Tlaxcala",17,"2005","F","Dic",0
"Veracruz",103,"2005","F","Dic",2
"Yucatán",29,"2005","F","Dic",2
"Zacatecas",1549,"2005","F","Dic",57
"TOTAL GLOBAL",126272,"2005","F","Dic",6653
"Aguascalientes",995,"2006","F","Ene",48
"Baja California",73,"2006","F","Ene",6
"Baja California Sur",84,"2006","F","Ene",1
"Campeche",28,"2006","F","Ene",0
"Coahuila",84,"2006","F","Ene",1
"Colima",4848,"2006","F","Ene",420
"Chiapas",115,"2006","F","Ene",13
"Chihuahua",184,"2006","F","Ene",7
"Distrito Federal",252,"2006","F","Ene",20
"Durango",3128,"2006","F","Ene",99
"Guanajuato",17099,"2006","F","Ene",1063
"Guerrero",20855,"2006","F","Ene",1421
"Hidalgo",136,"2006","F","Ene",7
"Jalisco",29468,"2006","F","Ene",1932
"México",3392,"2006","F","Ene",172
"Michoacán",16018,"2006","F","Ene",1059
"Morelos",15723,"2006","F","Ene",912
"Nayarit",6915,"2006","F","Ene",325
"Nuevo León",100,"2006","F","Ene",1
"Oaxaca",2828,"2006","F","Ene",209
"Puebla",9103,"2006","F","Ene",645
"Querétaro",2336,"2006","F","Ene",123
"Quintana Roo",71,"2006","F","Ene",2
"San Luis Potosí",233,"2006","F","Ene",9
"Sinaloa",4281,"2006","F","Ene",159
