"Estado","Total","a�o","sexo","Mes","numerocasos"
"San Luis Potosí",353,"2008","G","Ago",46
"Sinaloa",8487,"2008","G","Ago",923
"Sonora",4248,"2008","G","Ago",513
"Tabasco",53,"2008","G","Ago",9
"Tamaulipas",307,"2008","G","Ago",39
"Tlaxcala",52,"2008","G","Ago",10
"Veracruz",242,"2008","G","Ago",16
"Yucatán",63,"2008","G","Ago",6
"Zacatecas",4017,"2008","G","Ago",309
"TOTAL GLOBAL",271976,"2008","G","Ago",20316
"Aguascalientes",1986,"2008","G","Sep",242
"Baja California",155,"2008","G","Sep",41
"Baja California Sur",120,"2008","G","Sep",17
"Campeche",125,"2008","G","Sep",11
"Coahuila",185,"2008","G","Sep",20
"Colima",10361,"2008","G","Sep",1054
"Chiapas",391,"2008","G","Sep",33
"Chihuahua",413,"2008","G","Sep",67
"Distrito Federal",481,"2008","G","Sep",41
"Durango",6254,"2008","G","Sep",617
"Guanajuato",28632,"2008","G","Sep",2453
"Guerrero",40141,"2008","G","Sep",3847
"Hidalgo",228,"2008","G","Sep",17
"Jalisco",54177,"2008","G","Sep",4975
"México",8119,"2008","G","Sep",823
"Michoacán",30701,"2008","G","Sep",2961
"Morelos",30720,"2008","G","Sep",2726
"Nayarit",15128,"2008","G","Sep",1937
"Nuevo León",233,"2008","G","Sep",33
"Oaxaca",5847,"2008","G","Sep",446
"Puebla",15443,"2008","G","Sep",1266
"Querétaro",4228,"2008","G","Sep",437
"Quintana Roo",86,"2008","G","Sep",20
"San Luis Potosí",353,"2008","G","Sep",44
"Sinaloa",8487,"2008","G","Sep",1217
"Sonora",4248,"2008","G","Sep",553
"Tabasco",53,"2008","G","Sep",4
"Tamaulipas",307,"2008","G","Sep",43
"Tlaxcala",52,"2008","G","Sep",3
"Veracruz",242,"2008","G","Sep",20
"Yucatán",63,"2008","G","Sep",9
"Zacatecas",4017,"2008","G","Sep",502
"TOTAL GLOBAL",271976,"2008","G","Sep",26479
"Aguascalientes",1986,"2008","G","Oct",157
"Baja California",155,"2008","G","Oct",9
"Baja California Sur",120,"2008","G","Oct",12
"Campeche",125,"2008","G","Oct",3
"Coahuila",185,"2008","G","Oct",15
"Colima",10361,"2008","G","Oct",994
"Chiapas",391,"2008","G","Oct",31
"Chihuahua",413,"2008","G","Oct",38
"Distrito Federal",481,"2008","G","Oct",40
"Durango",6254,"2008","G","Oct",454
"Guanajuato",28632,"2008","G","Oct",1686
"Guerrero",40141,"2008","G","Oct",3733
"Hidalgo",228,"2008","G","Oct",16
"Jalisco",54177,"2008","G","Oct",4690
"México",8119,"2008","G","Oct",960
"Michoacán",30701,"2008","G","Oct",2869
"Morelos",30720,"2008","G","Oct",2592
"Nayarit",15128,"2008","G","Oct",1640
"Nuevo León",233,"2008","G","Oct",18
"Oaxaca",5847,"2008","G","Oct",460
"Puebla",15443,"2008","G","Oct",1265
"Querétaro",4228,"2008","G","Oct",445
"Quintana Roo",86,"2008","G","Oct",2
"San Luis Potosí",353,"2008","G","Oct",16
"Sinaloa",8487,"2008","G","Oct",1126
"Sonora",4248,"2008","G","Oct",409
"Tabasco",53,"2008","G","Oct",3
"Tamaulipas",307,"2008","G","Oct",17
"Tlaxcala",52,"2008","G","Oct",1
"Veracruz",242,"2008","G","Oct",19
"Yucatán",63,"2008","G","Oct",2
"Zacatecas",4017,"2008","G","Oct",326
"TOTAL GLOBAL",271976,"2008","G","Oct",24048
"Aguascalientes",1986,"2008","G","Nov",109
"Baja California",155,"2008","G","Nov",8
"Baja California Sur",120,"2008","G","Nov",9
"Campeche",125,"2008","G","Nov",4
"Coahuila",185,"2008","G","Nov",9
"Colima",10361,"2008","G","Nov",898
"Chiapas",391,"2008","G","Nov",33
"Chihuahua",413,"2008","G","Nov",15
"Distrito Federal",481,"2008","G","Nov",41
"Durango",6254,"2008","G","Nov",356
"Guanajuato",28632,"2008","G","Nov",1007
"Guerrero",40141,"2008","G","Nov",3802
"Hidalgo",228,"2008","G","Nov",13
"Jalisco",54177,"2008","G","Nov",3620
"México",8119,"2008","G","Nov",862
"Michoacán",30701,"2008","G","Nov",2750
"Morelos",30720,"2008","G","Nov",2205
"Nayarit",15128,"2008","G","Nov",1250
"Nuevo León",233,"2008","G","Nov",6
"Oaxaca",5847,"2008","G","Nov",406
"Puebla",15443,"2008","G","Nov",1007
"Querétaro",4228,"2008","G","Nov",236
"Quintana Roo",86,"2008","G","Nov",3
"San Luis Potosí",353,"2008","G","Nov",7
"Sinaloa",8487,"2008","G","Nov",813
"Sonora",4248,"2008","G","Nov",215
"Tabasco",53,"2008","G","Nov",4
"Tamaulipas",307,"2008","G","Nov",24
"Tlaxcala",52,"2008","G","Nov",1
"Veracruz",242,"2008","G","Nov",13
"Yucatán",63,"2008","G","Nov",6
"Zacatecas",4017,"2008","G","Nov",233
"TOTAL GLOBAL",271976,"2008","G","Nov",19965
"Aguascalientes",1986,"2008","G","Dic",97
"Baja California",155,"2008","G","Dic",7
"Baja California Sur",120,"2008","G","Dic",4
"Campeche",125,"2008","G","Dic",5
"Coahuila",185,"2008","G","Dic",11
"Colima",10361,"2008","G","Dic",953
"Chiapas",391,"2008","G","Dic",31
"Chihuahua",413,"2008","G","Dic",12
"Distrito Federal",481,"2008","G","Dic",28
"Durango",6254,"2008","G","Dic",366
"Guanajuato",28632,"2008","G","Dic",1302
"Guerrero",40141,"2008","G","Dic",3703
"Hidalgo",228,"2008","G","Dic",9
"Jalisco",54177,"2008","G","Dic",3749
"México",8119,"2008","G","Dic",719
"Michoacán",30701,"2008","G","Dic",2506
"Morelos",30720,"2008","G","Dic",2215
"Nayarit",15128,"2008","G","Dic",1156
"Nuevo León",233,"2008","G","Dic",9
"Oaxaca",5847,"2008","G","Dic",512
"Puebla",15443,"2008","G","Dic",1182
"Querétaro",4228,"2008","G","Dic",242
"Quintana Roo",86,"2008","G","Dic",2
"San Luis Potosí",353,"2008","G","Dic",20
"Sinaloa",8487,"2008","G","Dic",674
"Sonora",4248,"2008","G","Dic",180
"Tabasco",53,"2008","G","Dic",0
"Tamaulipas",307,"2008","G","Dic",8
"Tlaxcala",52,"2008","G","Dic",3
"Veracruz",242,"2008","G","Dic",12
"Yucatán",63,"2008","G","Dic",0
"Zacatecas",4017,"2008","G","Dic",284
"TOTAL GLOBAL",271976,"2008","G","Dic",20001
"Aguascalientes",1912,"2009","G","Ene",75
"Baja California",204,"2009","G","Ene",2
"Baja California Sur",99,"2009","G","Ene",5
"Campeche",87,"2009","G","Ene",4
"Coahuila",205,"2009","G","Ene",0
"Colima",10182,"2009","G","Ene",683
"Chiapas",385,"2009","G","Ene",19
"Chihuahua",405,"2009","G","Ene",7
"Distrito Federal",460,"2009","G","Ene",28
"Durango",5896,"2009","G","Ene",231
"Guanajuato",26346,"2009","G","Ene",876
"Guerrero",48159,"2009","G","Ene",2304
"Hidalgo",196,"2009","G","Ene",7
"Jalisco",56780,"2009","G","Ene",2781
"México",9260,"2009","G","Ene",401
"Michoacán",33751,"2009","G","Ene",1573
"Morelos",33415,"2009","G","Ene",1472
"Nayarit",15485,"2009","G","Ene",1021
"Nuevo León",290,"2009","G","Ene",3
"Oaxaca",5775,"2009","G","Ene",317
"Puebla",15719,"2009","G","Ene",787
"Querétaro",4018,"2009","G","Ene",123
"Quintana Roo",186,"2009","G","Ene",3
"San Luis Potosí",312,"2009","G","Ene",8
"Sinaloa",9159,"2009","G","Ene",367
"Sonora",4483,"2009","G","Ene",84
"Tabasco",46,"2009","G","Ene",2
"Tamaulipas",307,"2009","G","Ene",7
"Tlaxcala",63,"2009","G","Ene",2
"Veracruz",300,"2009","G","Ene",10
"Yucatán",43,"2009","G","Ene",1
"Zacatecas",3738,"2009","G","Ene",125
"Aguascalientes",1912,"2009","G","Feb",106
"Baja California",204,"2009","G","Feb",2
"Baja California Sur",99,"2009","G","Feb",2
"Campeche",87,"2009","G","Feb",10
"Coahuila",205,"2009","G","Feb",4
"Colima",10182,"2009","G","Feb",595
"Chiapas",385,"2009","G","Feb",44
"Chihuahua",405,"2009","G","Feb",13
"Distrito Federal",460,"2009","G","Feb",37
"Durango",5896,"2009","G","Feb",265
"Guanajuato",26346,"2009","G","Feb",1333
"Guerrero",48159,"2009","G","Feb",2553
"Hidalgo",196,"2009","G","Feb",10
"Jalisco",56780,"2009","G","Feb",3296
"México",9260,"2009","G","Feb",405
"Michoacán",33751,"2009","G","Feb",1630
"Morelos",33415,"2009","G","Feb",1727
"Nayarit",15485,"2009","G","Feb",1017
"Nuevo León",290,"2009","G","Feb",3
"Oaxaca",5775,"2009","G","Feb",347
"Puebla",15719,"2009","G","Feb",897
"Querétaro",4018,"2009","G","Feb",226
"Quintana Roo",186,"2009","G","Feb",9
"San Luis Potosí",312,"2009","G","Feb",26
"Sinaloa",9159,"2009","G","Feb",275
"Sonora",4483,"2009","G","Feb",64
"Tabasco",46,"2009","G","Feb",3
"Tamaulipas",307,"2009","G","Feb",11
"Tlaxcala",63,"2009","G","Feb",0
"Veracruz",300,"2009","G","Feb",23
"Yucatán",43,"2009","G","Feb",3
"Zacatecas",3738,"2009","G","Feb",164
"Aguascalientes",1912,"2009","G","Mar",204
"Baja California",204,"2009","G","Mar",5
"Baja California Sur",99,"2009","G","Mar",7
"Campeche",87,"2009","G","Mar",10
"Coahuila",205,"2009","G","Mar",12
"Colima",10182,"2009","G","Mar",795
"Chiapas",385,"2009","G","Mar",21
"Chihuahua",405,"2009","G","Mar",29
"Distrito Federal",460,"2009","G","Mar",28
"Durango",5896,"2009","G","Mar",498
"Guanajuato",26346,"2009","G","Mar",2500
"Guerrero",48159,"2009","G","Mar",3830
"Hidalgo",196,"2009","G","Mar",16
"Jalisco",56780,"2009","G","Mar",5449
"México",9260,"2009","G","Mar",628
"Michoacán",33751,"2009","G","Mar",2779
"Morelos",33415,"2009","G","Mar",3173
"Nayarit",15485,"2009","G","Mar",1028
"Nuevo León",290,"2009","G","Mar",24
"Oaxaca",5775,"2009","G","Mar",576
"Puebla",15719,"2009","G","Mar",1689
"Querétaro",4018,"2009","G","Mar",365
"Quintana Roo",186,"2009","G","Mar",21
"San Luis Potosí",312,"2009","G","Mar",41
"Sinaloa",9159,"2009","G","Mar",518
"Sonora",4483,"2009","G","Mar",226
"Tabasco",46,"2009","G","Mar",6
"Tamaulipas",307,"2009","G","Mar",22
"Tlaxcala",63,"2009","G","Mar",7
"Veracruz",300,"2009","G","Mar",32
"Yucatán",43,"2009","G","Mar",3
"Zacatecas",3738,"2009","G","Mar",311
"Aguascalientes",1912,"2009","G","Abr",191
"Baja California",204,"2009","G","Abr",6
"Baja California Sur",99,"2009","G","Abr",5
"Campeche",87,"2009","G","Abr",4
"Coahuila",205,"2009","G","Abr",26
"Colima",10182,"2009","G","Abr",670
"Chiapas",385,"2009","G","Abr",26
"Chihuahua",405,"2009","G","Abr",27
"Distrito Federal",460,"2009","G","Abr",34
"Durango",5896,"2009","G","Abr",578
"Guanajuato",26346,"2009","G","Abr",2752
"Guerrero",48159,"2009","G","Abr",3439
"Hidalgo",196,"2009","G","Abr",22
"Jalisco",56780,"2009","G","Abr",5657
"México",9260,"2009","G","Abr",791
"Michoacán",33751,"2009","G","Abr",2732
"Morelos",33415,"2009","G","Abr",3518
"Nayarit",15485,"2009","G","Abr",971
"Nuevo León",290,"2009","G","Abr",16
"Oaxaca",5775,"2009","G","Abr",552
"Puebla",15719,"2009","G","Abr",1734
"Querétaro",4018,"2009","G","Abr",402
"Quintana Roo",186,"2009","G","Abr",12
"San Luis Potosí",312,"2009","G","Abr",36
"Sinaloa",9159,"2009","G","Abr",530
"Sonora",4483,"2009","G","Abr",279
"Tabasco",46,"2009","G","Abr",6
"Tamaulipas",307,"2009","G","Abr",23
"Tlaxcala",63,"2009","G","Abr",8
"Veracruz",300,"2009","G","Abr",24
"Yucatán",43,"2009","G","Abr",2
"Zacatecas",3738,"2009","G","Abr",335
"Aguascalientes",1912,"2009","G","May",182
"Baja California",204,"2009","G","May",19
"Baja California Sur",99,"2009","G","May",13
"Campeche",87,"2009","G","May",3
"Coahuila",205,"2009","G","May",17
"Colima",10182,"2009","G","May",850
"Chiapas",385,"2009","G","May",32
"Chihuahua",405,"2009","G","May",60
"Distrito Federal",460,"2009","G","May",48
"Durango",5896,"2009","G","May",746
"Guanajuato",26346,"2009","G","May",3497
"Guerrero",48159,"2009","G","May",4509
"Hidalgo",196,"2009","G","May",16
"Jalisco",56780,"2009","G","May",6072
"México",9260,"2009","G","May",1296
"Michoacán",33751,"2009","G","May",3446
"Morelos",33415,"2009","G","May",3967
"Nayarit",15485,"2009","G","May",1191
"Nuevo León",290,"2009","G","May",52
"Oaxaca",5775,"2009","G","May",596
"Puebla",15719,"2009","G","May",1668
"Querétaro",4018,"2009","G","May",525
"Quintana Roo",186,"2009","G","May",17
"San Luis Potosí",312,"2009","G","May",26
"Sinaloa",9159,"2009","G","May",657
"Sonora",4483,"2009","G","May",657
"Tabasco",46,"2009","G","May",3
"Tamaulipas",307,"2009","G","May",31
"Tlaxcala",63,"2009","G","May",7
"Veracruz",300,"2009","G","May",27
"Yucatán",43,"2009","G","May",1
"Zacatecas",3738,"2009","G","May",437
"Aguascalientes",1912,"2009","G","Jun",239
"Baja California",204,"2009","G","Jun",30
"Baja California Sur",99,"2009","G","Jun",14
"Campeche",87,"2009","G","Jun",4
"Coahuila",205,"2009","G","Jun",20
"Colima",10182,"2009","G","Jun",1001
"Chiapas",385,"2009","G","Jun",39
"Chihuahua",405,"2009","G","Jun",66
"Distrito Federal",460,"2009","G","Jun",62
"Durango",5896,"2009","G","Jun",908
"Guanajuato",26346,"2009","G","Jun",3387
"Guerrero",48159,"2009","G","Jun",5292
"Hidalgo",196,"2009","G","Jun",25
"Jalisco",56780,"2009","G","Jun",6513
"México",9260,"2009","G","Jun",1123
"Michoacán",33751,"2009","G","Jun",3719
"Morelos",33415,"2009","G","Jun",3661
"Nayarit",15485,"2009","G","Jun",1873
"Nuevo León",290,"2009","G","Jun",39
"Oaxaca",5775,"2009","G","Jun",628
"Puebla",15719,"2009","G","Jun",1606
"Querétaro",4018,"2009","G","Jun",486
"Quintana Roo",186,"2009","G","Jun",12
"San Luis Potosí",312,"2009","G","Jun",46
"Sinaloa",9159,"2009","G","Jun",961
"Sonora",4483,"2009","G","Jun",811
"Tabasco",46,"2009","G","Jun",9
"Tamaulipas",307,"2009","G","Jun",48
"Tlaxcala",63,"2009","G","Jun",9
"Veracruz",300,"2009","G","Jun",35
"Yucatán",43,"2009","G","Jun",6
"Zacatecas",3738,"2009","G","Jun",524
"Aguascalientes",1912,"2009","G","Jul",152
"Baja California",204,"2009","G","Jul",41
"Baja California Sur",99,"2009","G","Jul",10
"Campeche",87,"2009","G","Jul",7
"Coahuila",205,"2009","G","Jul",27
"Colima",10182,"2009","G","Jul",938
"Chiapas",385,"2009","G","Jul",29
"Chihuahua",405,"2009","G","Jul",59
"Distrito Federal",460,"2009","G","Jul",59
"Durango",5896,"2009","G","Jul",616
"Guanajuato",26346,"2009","G","Jul",2277
"Guerrero",48159,"2009","G","Jul",4166
"Hidalgo",196,"2009","G","Jul",24
"Jalisco",56780,"2009","G","Jul",4650
"México",9260,"2009","G","Jul",696
"Michoacán",33751,"2009","G","Jul",2832
"Morelos",33415,"2009","G","Jul",2628
"Nayarit",15485,"2009","G","Jul",1671
"Nuevo León",290,"2009","G","Jul",42
"Oaxaca",5775,"2009","G","Jul",511
"Puebla",15719,"2009","G","Jul",1192
"Querétaro",4018,"2009","G","Jul",377
"Quintana Roo",186,"2009","G","Jul",18
"San Luis Potosí",312,"2009","G","Jul",39
"Sinaloa",9159,"2009","G","Jul",931
"Sonora",4483,"2009","G","Jul",701
"Tabasco",46,"2009","G","Jul",2
"Tamaulipas",307,"2009","G","Jul",43
"Tlaxcala",63,"2009","G","Jul",11
"Veracruz",300,"2009","G","Jul",32
"Yucatán",43,"2009","G","Jul",3
"Zacatecas",3738,"2009","G","Jul",404
"Aguascalientes",1912,"2009","G","Ago",183
"Baja California",204,"2009","G","Ago",35
"Baja California Sur",99,"2009","G","Ago",6
"Campeche",87,"2009","G","Ago",9
"Coahuila",205,"2009","G","Ago",44
"Colima",10182,"2009","G","Ago",798
"Chiapas",385,"2009","G","Ago",33
"Chihuahua",405,"2009","G","Ago",43
"Distrito Federal",460,"2009","G","Ago",41
"Durango",5896,"2009","G","Ago",572
"Guanajuato",26346,"2009","G","Ago",2298
"Guerrero",48159,"2009","G","Ago",3665
"Hidalgo",196,"2009","G","Ago",19
"Jalisco",56780,"2009","G","Ago",4268
"México",9260,"2009","G","Ago",673
"Michoacán",33751,"2009","G","Ago",2771
"Morelos",33415,"2009","G","Ago",2558
"Nayarit",15485,"2009","G","Ago",1411
"Nuevo León",290,"2009","G","Ago",49
"Oaxaca",5775,"2009","G","Ago",455
"Puebla",15719,"2009","G","Ago",1173
"Querétaro",4018,"2009","G","Ago",411
"Quintana Roo",186,"2009","G","Ago",28
"San Luis Potosí",312,"2009","G","Ago",32
"Sinaloa",9159,"2009","G","Ago",983
"Sonora",4483,"2009","G","Ago",542
"Tabasco",46,"2009","G","Ago",4
"Tamaulipas",307,"2009","G","Ago",41
"Tlaxcala",63,"2009","G","Ago",4
"Veracruz",300,"2009","G","Ago",44
"Yucatán",43,"2009","G","Ago",2
"Zacatecas",3738,"2009","G","Ago",377
"Aguascalientes",1912,"2009","G","Sep",181
"Baja California",204,"2009","G","Sep",46
"Baja California Sur",99,"2009","G","Sep",18
"Campeche",87,"2009","G","Sep",16
"Coahuila",205,"2009","G","Sep",42
"Colima",10182,"2009","G","Sep",1090
"Chiapas",385,"2009","G","Sep",46
"Chihuahua",405,"2009","G","Sep",46
"Distrito Federal",460,"2009","G","Sep",39
"Durango",5896,"2009","G","Sep",533
"Guanajuato",26346,"2009","G","Sep",2620
"Guerrero",48159,"2009","G","Sep",4645
"Hidalgo",196,"2009","G","Sep",22
"Jalisco",56780,"2009","G","Sep",5544
"México",9260,"2009","G","Sep",910
"Michoacán",33751,"2009","G","Sep",3596
"Morelos",33415,"2009","G","Sep",3212
"Nayarit",15485,"2009","G","Sep",1641
"Nuevo León",290,"2009","G","Sep",36
"Oaxaca",5775,"2009","G","Sep",568
"Puebla",15719,"2009","G","Sep",1418
"Querétaro",4018,"2009","G","Sep",390
"Quintana Roo",186,"2009","G","Sep",28
"San Luis Potosí",312,"2009","G","Sep",27
"Sinaloa",9159,"2009","G","Sep",1360
"Sonora",4483,"2009","G","Sep",516
"Tabasco",46,"2009","G","Sep",6
"Tamaulipas",307,"2009","G","Sep",45
"Tlaxcala",63,"2009","G","Sep",1
"Veracruz",300,"2009","G","Sep",32
"Yucatán",43,"2009","G","Sep",10
"Zacatecas",3738,"2009","G","Sep",369
"Aguascalientes",1912,"2009","G","Oct",171
"Baja California",204,"2009","G","Oct",12
"Baja California Sur",99,"2009","G","Oct",7
"Campeche",87,"2009","G","Oct",8
"Coahuila",205,"2009","G","Oct",10
"Colima",10182,"2009","G","Oct",1012
"Chiapas",385,"2009","G","Oct",27
"Chihuahua",405,"2009","G","Oct",35
"Distrito Federal",460,"2009","G","Oct",30
"Durango",5896,"2009","G","Oct",430
"Guanajuato",26346,"2009","G","Oct",2015
"Guerrero",48159,"2009","G","Oct",4363
"Hidalgo",196,"2009","G","Oct",18
"Jalisco",56780,"2009","G","Oct",5005
"México",9260,"2009","G","Oct",858
"Michoacán",33751,"2009","G","Oct",3237
"Morelos",33415,"2009","G","Oct",2873
"Nayarit",15485,"2009","G","Oct",1507
"Nuevo León",290,"2009","G","Oct",18
"Oaxaca",5775,"2009","G","Oct",413
"Puebla",15719,"2009","G","Oct",1287
"Querétaro",4018,"2009","G","Oct",287
"Quintana Roo",186,"2009","G","Oct",15
"San Luis Potosí",312,"2009","G","Oct",16
"Sinaloa",9159,"2009","G","Oct",996
"Sonora",4483,"2009","G","Oct",295
"Tabasco",46,"2009","G","Oct",0
"Tamaulipas",307,"2009","G","Oct",21
"Tlaxcala",63,"2009","G","Oct",5
"Veracruz",300,"2009","G","Oct",21
"Yucatán",43,"2009","G","Oct",6
"Zacatecas",3738,"2009","G","Oct",288
"Aguascalientes",1912,"2009","G","Nov",116
"Baja California",204,"2009","G","Nov",4
"Baja California Sur",99,"2009","G","Nov",6
"Campeche",87,"2009","G","Nov",8
"Coahuila",205,"2009","G","Nov",1
"Colima",10182,"2009","G","Nov",884
"Chiapas",385,"2009","G","Nov",28
"Chihuahua",405,"2009","G","Nov",14
"Distrito Federal",460,"2009","G","Nov",24
"Durango",5896,"2009","G","Nov",246
"Guanajuato",26346,"2009","G","Nov",1537
"Guerrero",48159,"2009","G","Nov",5209
"Hidalgo",196,"2009","G","Nov",9
"Jalisco",56780,"2009","G","Nov",4059
"México",9260,"2009","G","Nov",850
"Michoacán",33751,"2009","G","Nov",2933
"Morelos",33415,"2009","G","Nov",2470
"Nayarit",15485,"2009","G","Nov",1216
"Nuevo León",290,"2009","G","Nov",6
"Oaxaca",5775,"2009","G","Nov",399
"Puebla",15719,"2009","G","Nov",1172
"Querétaro",4018,"2009","G","Nov",209
"Quintana Roo",186,"2009","G","Nov",7
"San Luis Potosí",312,"2009","G","Nov",9
"Sinaloa",9159,"2009","G","Nov",730
"Sonora",4483,"2009","G","Nov",195
"Tabasco",46,"2009","G","Nov",3
"Tamaulipas",307,"2009","G","Nov",10
"Tlaxcala",63,"2009","G","Nov",7
"Veracruz",300,"2009","G","Nov",13
"Yucatán",43,"2009","G","Nov",4
"Zacatecas",3738,"2009","G","Nov",210
"Aguascalientes",1912,"2009","G","Dic",112
"Baja California",204,"2009","G","Dic",2
"Baja California Sur",99,"2009","G","Dic",6
"Campeche",87,"2009","G","Dic",4
"Coahuila",205,"2009","G","Dic",2
"Colima",10182,"2009","G","Dic",866
"Chiapas",385,"2009","G","Dic",41
"Chihuahua",405,"2009","G","Dic",6
"Distrito Federal",460,"2009","G","Dic",30
"Durango",5896,"2009","G","Dic",273
"Guanajuato",26346,"2009","G","Dic",1254
"Guerrero",48159,"2009","G","Dic",4184
"Hidalgo",196,"2009","G","Dic",8
"Jalisco",56780,"2009","G","Dic",3486
"México",9260,"2009","G","Dic",629
"Michoacán",33751,"2009","G","Dic",2503
"Morelos",33415,"2009","G","Dic",2157
"Nayarit",15485,"2009","G","Dic",938
"Nuevo León",290,"2009","G","Dic",2
"Oaxaca",5775,"2009","G","Dic",413
"Puebla",15719,"2009","G","Dic",1096
"Querétaro",4018,"2009","G","Dic",217
"Quintana Roo",186,"2009","G","Dic",16
"San Luis Potosí",312,"2009","G","Dic",6
"Sinaloa",9159,"2009","G","Dic",851
"Sonora",4483,"2009","G","Dic",113
"Tabasco",46,"2009","G","Dic",2
"Tamaulipas",307,"2009","G","Dic",5
"Tlaxcala",63,"2009","G","Dic",2
"Veracruz",300,"2009","G","Dic",7
"Yucatán",43,"2009","G","Dic",2
"Zacatecas",3738,"2009","G","Dic",194
"Aguascalientes",2079,"2010","G","Ene",59
"Baja California",116,"2010","G","Ene",1
"Baja California Sur",83,"2010","G","Ene",0
"Campeche",88,"2010","G","Ene",4
"Coahuila",265,"2010","G","Ene",3
"Colima",10708,"2010","G","Ene",666
"Chiapas",313,"2010","G","Ene",30
"Chihuahua",397,"2010","G","Ene",15
"Distrito Federal",542,"2010","G","Ene",27
"Durango",6965,"2010","G","Ene",166
"Guanajuato",29250,"2010","G","Ene",850
"Guerrero",47723,"2010","G","Ene",3454
"Hidalgo",170,"2010","G","Ene",7
"Jalisco",52248,"2010","G","Ene",2780
"México",8279,"2010","G","Ene",405
"Michoacán",31945,"2010","G","Ene",1707
"Morelos",30942,"2010","G","Ene",1335
"Nayarit",13639,"2010","G","Ene",755
"Nuevo León",194,"2010","G","Ene",2
"Oaxaca",5493,"2010","G","Ene",319
"Puebla",15949,"2010","G","Ene",836
"Querétaro",4837,"2010","G","Ene",162
"Quintana Roo",190,"2010","G","Ene",3
"San Luis Potosí",233,"2010","G","Ene",5
"Sinaloa",8816,"2010","G","Ene",352
"Sonora",4242,"2010","G","Ene",52
"Tabasco",53,"2010","G","Ene",2
"Tamaulipas",272,"2010","G","Ene",9
"Tlaxcala",63,"2010","G","Ene",1
"Veracruz",242,"2010","G","Ene",13
"Yucatán",70,"2010","G","Ene",2
"Zacatecas",3754,"2010","G","Ene",121
"TOTAL GLOBAL",280160,"2010","G","Ene",14143
"Aguascalientes",2079,"2010","G","Feb",74
"Baja California",116,"2010","G","Feb",3
"Baja California Sur",83,"2010","G","Feb",0
"Campeche",88,"2010","G","Feb",6
"Coahuila",265,"2010","G","Feb",0
"Colima",10708,"2010","G","Feb",654
"Chiapas",313,"2010","G","Feb",21
"Chihuahua",397,"2010","G","Feb",8
"Distrito Federal",542,"2010","G","Feb",36
"Durango",6965,"2010","G","Feb",159
"Guanajuato",29250,"2010","G","Feb",924
"Guerrero",47723,"2010","G","Feb",2925
"Hidalgo",170,"2010","G","Feb",5
"Jalisco",52248,"2010","G","Feb",2548
"México",8279,"2010","G","Feb",358
"Michoacán",31945,"2010","G","Feb",1667
"Morelos",30942,"2010","G","Feb",1420
"Nayarit",13639,"2010","G","Feb",716
"Nuevo León",194,"2010","G","Feb",1
"Oaxaca",5493,"2010","G","Feb",289
"Puebla",15949,"2010","G","Feb",861
"Querétaro",4837,"2010","G","Feb",148
"Quintana Roo",190,"2010","G","Feb",6
"San Luis Potosí",233,"2010","G","Feb",2
"Sinaloa",8816,"2010","G","Feb",365
"Sonora",4242,"2010","G","Feb",87
"Tabasco",53,"2010","G","Feb",2
"Tamaulipas",272,"2010","G","Feb",3
"Tlaxcala",63,"2010","G","Feb",0
"Veracruz",242,"2010","G","Feb",11
"Yucatán",70,"2010","G","Feb",6
"Zacatecas",3754,"2010","G","Feb",116
"TOTAL GLOBAL",280160,"2010","G","Feb",13421
"Aguascalientes",2079,"2010","G","Mar",125
"Baja California",116,"2010","G","Mar",3
"Baja California Sur",83,"2010","G","Mar",2
"Campeche",88,"2010","G","Mar",13
"Coahuila",265,"2010","G","Mar",10
"Colima",10708,"2010","G","Mar",829
"Chiapas",313,"2010","G","Mar",27
"Chihuahua",397,"2010","G","Mar",13
"Distrito Federal",542,"2010","G","Mar",54
"Durango",6965,"2010","G","Mar",297
"Guanajuato",29250,"2010","G","Mar",2510
"Guerrero",47723,"2010","G","Mar",4022
"Hidalgo",170,"2010","G","Mar",9
"Jalisco",52248,"2010","G","Mar",4639
"México",8279,"2010","G","Mar",622
"Michoacán",31945,"2010","G","Mar",2952
"Morelos",30942,"2010","G","Mar",2917
"Nayarit",13639,"2010","G","Mar",1074
"Nuevo León",194,"2010","G","Mar",6
"Oaxaca",5493,"2010","G","Mar",542
"Puebla",15949,"2010","G","Mar",1544
"Querétaro",4837,"2010","G","Mar",340
"Quintana Roo",190,"2010","G","Mar",14
"San Luis Potosí",233,"2010","G","Mar",23
"Sinaloa",8816,"2010","G","Mar",558
"Sonora",4242,"2010","G","Mar",157
"Tabasco",53,"2010","G","Mar",4
"Tamaulipas",272,"2010","G","Mar",14
"Tlaxcala",63,"2010","G","Mar",3
"Veracruz",242,"2010","G","Mar",16
"Yucatán",70,"2010","G","Mar",7
"Zacatecas",3754,"2010","G","Mar",220
"TOTAL GLOBAL",280160,"2010","G","Mar",23566
"Aguascalientes",2079,"2010","G","Abr",187
"Baja California",116,"2010","G","Abr",14
"Baja California Sur",83,"2010","G","Abr",4
"Campeche",88,"2010","G","Abr",13
"Coahuila",265,"2010","G","Abr",28
"Colima",10708,"2010","G","Abr",797
"Chiapas",313,"2010","G","Abr",34
"Chihuahua",397,"2010","G","Abr",24
"Distrito Federal",542,"2010","G","Abr",56
"Durango",6965,"2010","G","Abr",536
